_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
{'$oid': '5ff774200a7214ada1000638'},,,{'$date': 1610052640000},{'$date': 1610052640000},{'$date': 1610052640000},{'$date': 1610052640000},,0.0,{'$date': 1609977600000},2.0,FINISHED,6.18,5ff7741e04929111f6e90902
{'$oid': '5ff74fd10a720f0523000619'},5.0,All-receipts receipt bonus,{'$date': 1610043345000},{'$date': 1610043345000},{'$date': 1610043347000},{'$date': 1610043347000},{'$date': 1610043347000},5.0,{'$date': 1609956945000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '5ff73bdb0a720f0523000605'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1610038235000},{'$date': 1610038235000},{'$date': 1610038235000},{'$date': 1610038235000},{'$date': 1610038235000},25.0,{'$date': 1609372800000},1.0,FINISHED,10.0,5ff73b90eb7c7d31ca8a452b
{'$oid': '5ff794940a720f0523000640'},5.0,All-receipts receipt bonus,{'$date': 1609866548000},{'$date': 1609866548000},{'$date': 1610039351000},{'$date': 1610060953000},{'$date': 1610039351000},4005.0,{'$date': 1609848000000},3.0,FINISHED,23.0,5ff79464b3348b11c933738b
{'$oid': '5ff794020a720f0523000635'},5.0,All-receipts receipt bonus,{'$date': 1609909602000},{'$date': 1609909602000},{'$date': 1610017604000},{'$date': 1610039206000},{'$date': 1610017604000},2005.0,{'$date': 1609823202000},1.0,FINISHED,1.0,5ff7930fb3348b11c93372a6
{'$oid': '5ff73beb0a7214ada100061c'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610038251000},{'$date': 1610038251000},{'$date': 1610038252000},{'$date': 1610038256000},{'$date': 1610038252000},300.0,{'$date': 1609977600000},4.0,FINISHED,22.0,5ff73bea8f142f3276c3e84a
{'$oid': '5ff794bf0a7214ada1000650'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1609974591000},{'$date': 1609974591000},,{'$date': 1610039393000},,25.0,{'$date': 1609888191000},1.0,FLAGGED,1.0,5ff7930fb3348b11c93372a6
{'$oid': '5ff74faf0a720f0523000613'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610043311000},{'$date': 1610043311000},{'$date': 1610043313000},{'$date': 1610043313000},{'$date': 1610043313000},841.2,{'$date': 1609956911000},4.0,FINISHED,18.2,5ff74f3db3348b11c93361d1
{'$oid': '5ff7945a0a7214ada1000646'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1609866490000},{'$date': 1609866490000},{'$date': 1610039294000},{'$date': 1610060896000},{'$date': 1610039294000},5750.0,{'$date': 1609848000000},4.0,FINISHED,27.0,5ff79459b3348b11c933736d
{'$oid': '5ff74ffe0a720f0523000621'},5.0,All-receipts receipt bonus,{'$date': 1610043390000},{'$date': 1610043390000},{'$date': 1610043390000},{'$date': 1610043390000},{'$date': 1610043390000},5.0,{'$date': 1608768000000},5.0,FINISHED,49.95,5ff74f3db3348b11c93361d1
{'$oid': '5ff726790a7214ada1000602'},5.0,All-receipts receipt bonus,{'$date': 1610032761000},{'$date': 1610032761000},{'$date': 1610032767000},{'$date': 1610032767000},{'$date': 1610032762000},5.0,{'$date': 1609946361000},2.0,FINISHED,1.0,5ff7264e8f142f11dd189504
{'$oid': '5ff750050a7214ada1000633'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610043397000},{'$date': 1610043397000},{'$date': 1610043397000},{'$date': 1610043397000},{'$date': 1610043397000},1800.0,{'$date': 1610043397000},1.0,FINISHED,10.0,5ff75004b3348b11c9336bd6
{'$oid': '5ff74ffb0a720f0523000620'},45.0,COMPLETE_PARTNER_RECEIPT,{'$date': 1610043387000},{'$date': 1610043387000},{'$date': 1610043388000},{'$date': 1610043388000},{'$date': 1610043388000},350.0,{'$date': 1609956987000},1.0,FINISHED,1.0,5ff74f3db3348b11c93361d1
{'$oid': '5ff74ff50a720f052300061e'},5.0,All-receipts receipt bonus,{'$date': 1610043381000},{'$date': 1610043381000},{'$date': 1610043382000},{'$date': 1610043382000},{'$date': 1610043382000},5.0,{'$date': 1609956981000},1.0,FINISHED,1.0,5ff74f3db3348b11c93361d1
{'$oid': '5ff794640a720f052300063b'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1609866500000},{'$date': 1609866500000},{'$date': 1610039306000},{'$date': 1610039306000},{'$date': 1610039306000},3750.0,{'$date': 1609848000000},2.0,FINISHED,21.0,5ff79464b3348b11c933738b
{'$oid': '5ff726810a720f05230005ea'},5.0,All-receipts receipt bonus,{'$date': 1610032769000},{'$date': 1610032769000},{'$date': 1610032775000},{'$date': 1610032775000},{'$date': 1610032770000},5.0,{'$date': 1609946369000},2.0,FINISHED,1.0,5ff7264e8f142f11dd189504
{'$oid': '5ff73be10a7214ada1000619'},,,{'$date': 1610038241000},{'$date': 1610038241000},,{'$date': 1610038241000},,8700.0,{'$date': 1612716641000},10.0,FLAGGED,290.0,5ff73b90eb7c7d31ca8a452b
{'$oid': '5ff73bae0a720f0523000600'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610038190000},{'$date': 1610038190000},{'$date': 1610038196000},{'$date': 1610038196000},{'$date': 1610038191000},150.0,{'$date': 1609951790000},2.0,FINISHED,1.0,5ff73b90eb7c7d31ca8a452b
{'$oid': '5ff73be90a720f052300060a'},,,{'$date': 1610038249000},{'$date': 1610038249000},,{'$date': 1610038249000},,,,0.0,FLAGGED,0.0,5ff73be9eb7c7d31ca8a45bc
{'$oid': '5ff7265a0a7214ada10005fb'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610032730000},{'$date': 1610032730000},{'$date': 1610032731000},{'$date': 1610032735000},{'$date': 1610032731000},760.0,{'$date': 1609946330000},1.0,FINISHED,1.0,5ff7264e8f142f11dd189504
{'$oid': '5ff7942e0a720f0523000637'},5.0,All-receipts receipt bonus,{'$date': 1609888046000},{'$date': 1609888046000},{'$date': 1610060856000},{'$date': 1610060856000},{'$date': 1609996049000},2005.0,{'$date': 1609801646000},2.0,FINISHED,1.0,5ff7930fb3348b11c93372a6
{'$oid': '5ff794600a7214ada1000647'},,,{'$date': 1609996096000},{'$date': 1609996096000},,{'$date': 1610039297000},,,,0.0,FLAGGED,0.0,5ff7946004929111f6e90ceb
{'$oid': '5ff726a40a720f05230005fa'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610032804000},{'$date': 1610032804000},,{'$date': 1610032805000},{'$date': 1610032805000},810.0,{'$date': 1609946404000},5.0,FLAGGED,13.0,5ff726a38f142f11dd1895dc
{'$oid': '5ff794130a7214ada1000640'},5.0,All-receipts receipt bonus,{'$date': 1609888019000},{'$date': 1609888019000},{'$date': 1610060828000},{'$date': 1610060828000},{'$date': 1609996022000},2005.0,{'$date': 1609801618000},2.0,FINISHED,1.0,5ff7930fb3348b11c93372a6
{'$oid': '5ff726640a720f05230005e6'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610032740000},{'$date': 1610032740000},{'$date': 1610033642000},{'$date': 1610033642000},{'$date': 1610032741000},250.0,{'$date': 1609891200000},5.0,FINISHED,50.0,5ff7264e8f142f11dd189504
{'$oid': '5ff793dd0a720f0523000633'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1609607165000},{'$date': 1609607165000},,{'$date': 1610039177000},{'$date': 1609974376000},780.0,{'$date': 1609520765000},4.0,FLAGGED,12.0,5ff793dd04929111f6e90c69
{'$oid': '5ff726860a720f05230005ec'},,,{'$date': 1610032774000},{'$date': 1610032774000},,{'$date': 1610032774000},,,,,SUBMITTED,,5ff7264e8f142f11dd189504
{'$oid': '5ff8da4e0a720f05c5000012'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610144334000},{'$date': 1610144334000},{'$date': 1610144335000},{'$date': 1610144340000},{'$date': 1610144335000},750.0,{'$date': 1610057934000},1.0,FINISHED,3.25,5ff8da4e04929111f6e91462
{'$oid': '5ff873de0a720f0523000648'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610118110000},{'$date': 1610118110000},{'$date': 1610118110000},{'$date': 1610118115000},{'$date': 1610118110000},500.0,{'$date': 1610064000000},4.0,FINISHED,23.0,5ff873ddb3348b11c9337733
{'$oid': '5ff8740c0a720f0523000659'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1610118156000},{'$date': 1610118156000},{'$date': 1610118157000},{'$date': 1610118157000},{'$date': 1610118157000},25.0,{'$date': 1609459200000},1.0,FINISHED,10.0,5ff873d1b3348b11c9337716
{'$oid': '5ff8da4c0a720f05c5000011'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610144332000},{'$date': 1610144332000},,{'$date': 1610144332000},{'$date': 1610144332000},150.0,{'$date': 1610057932000},1.0,FLAGGED,1.0,5ff8da28b3348b11c9337ac6
{'$oid': '5ff8da860a720f05c5000022'},5.0,All-receipts receipt bonus,{'$date': 1610144390000},{'$date': 1610144390000},{'$date': 1610144391000},{'$date': 1610144396000},{'$date': 1610144390000},5.0,{'$date': 1610057990000},2.0,FINISHED,11.0,5ff8da28b3348b11c9337ac6
{'$oid': '5ff8da7c0a7214adca000020'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610144380000},{'$date': 1610144380000},{'$date': 1610144380000},{'$date': 1610144385000},{'$date': 1610144380000},750.0,{'$date': 1610064000000},4.0,FINISHED,27.0,5ff8da7c04929111f6e914de
{'$oid': '5ff8da650a7214adca00001e'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610144357000},{'$date': 1610144357000},,{'$date': 1610144359000},{'$date': 1610144359000},810.0,{'$date': 1610057957000},5.0,FLAGGED,13.0,5ff8da65b3348b11c9337b29
{'$oid': '5ff8da540a7214adca000017'},5.0,All-receipts receipt bonus,{'$date': 1610144340000},{'$date': 1610144340000},{'$date': 1610144345000},{'$date': 1610144345000},{'$date': 1610144340000},5.0,{'$date': 1610057940000},2.0,FINISHED,1.0,5ff8da28b3348b11c9337ac6
{'$oid': '5ff873f10a720f052300064f'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1610118129000},{'$date': 1610118129000},,{'$date': 1610118130000},,9200.0,{'$date': 1612796530000},10.0,FLAGGED,290.0,5ff873d1b3348b11c9337716
{'$oid': '5ff874170a7214ada100065f'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1610118167000},{'$date': 1610118167000},{'$date': 1610118167000},{'$date': 1610118167000},{'$date': 1610118167000},25.0,{'$date': 1609459200000},1.0,FINISHED,10.0,5ff873d1b3348b11c9337716
