_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
{'$oid': '600fb2130a7214ada2000052'},5.0,All-receipts receipt bonus,{'$date': 1611641363000},{'$date': 1611641363000},{'$date': 1611641364000},{'$date': 1611641364000},{'$date': 1611641364000},5.0,{'$date': 1611554963000},1.0,FINISHED,10.0,600fb1ac73c60b12049027bb
{'$oid': '600fb1e80a7214ada200004e'},5.0,All-receipts receipt bonus,{'$date': 1611641320000},{'$date': 1611641320000},{'$date': 1611641321000},{'$date': 1611641321000},{'$date': 1611641321000},5.0,{'$date': 1611554920000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '600fb2190a7214ada2000054'},5.0,All-receipts receipt bonus,{'$date': 1611641369000},{'$date': 1611641369000},{'$date': 1611641369000},{'$date': 1611641369000},{'$date': 1611641369000},5.0,{'$date': 1611554969000},1.0,FINISHED,1.0,600fb1ac73c60b12049027bb
{'$oid': '600fb1e60a720f0535000048'},5.0,All-receipts receipt bonus,{'$date': 1611641318000},{'$date': 1611641318000},{'$date': 1611641318000},{'$date': 1611641318000},{'$date': 1611641318000},1205.0,{'$date': 1611554918000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '60108a5b0a7214ada2000057'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611696731000},{'$date': 1611696731000},,{'$date': 1611696732000},,500.0,{'$date': 1609286400000},2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc
{'$oid': '600fb1e50a7214ada200004d'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611641317000},{'$date': 1611641317000},{'$date': 1611641317000},{'$date': 1611641317000},{'$date': 1611641317000},755.0,{'$date': 1611554917000},1.0,FINISHED,1.0,600fb1e4a4b74c120bd18777
{'$oid': '600fb21a0a720f053500004f'},5.0,All-receipts receipt bonus,{'$date': 1611641370000},{'$date': 1611641370000},{'$date': 1611641370000},{'$date': 1611641370000},{'$date': 1611641370000},5.0,{'$date': 1611381600000},5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
{'$oid': '600fb2150a720f053500004d'},,,{'$date': 1611641365000},{'$date': 1611641365000},{'$date': 1611641366000},{'$date': 1611641366000},{'$date': 1611641366000},125.0,{'$date': 1611381600000},5.0,FINISHED,25.0,600fb1ac73c60b12049027bb
{'$oid': '600fb1d80a7214ada200004b'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611641304000},{'$date': 1611641304000},{'$date': 1611641307000},{'$date': 1611641307000},{'$date': 1611641307000},750.0,{'$date': 1611208800000},5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
{'$oid': '600fb2110a720f053500004c'},27.0,COMPLETE_PARTNER_RECEIPT,{'$date': 1611641361000},{'$date': 1611641361000},{'$date': 1611641361000},{'$date': 1611641361000},{'$date': 1611641361000},50.6,{'$date': 1611554961000},4.0,FINISHED,4.66,600fb1ac73c60b12049027bb
{'$oid': '600fb1dc0a720f0535000046'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611641308000},{'$date': 1611641308000},{'$date': 1611641309000},{'$date': 1611641309000},{'$date': 1611641309000},750.0,{'$date': 1610409600000},5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
{'$oid': '600fb21d0a720f0535000050'},5.0,All-receipts receipt bonus,{'$date': 1611641373000},{'$date': 1611641373000},{'$date': 1611641374000},{'$date': 1611641374000},{'$date': 1611641374000},5.0,{'$date': 1610690400000},5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
{'$oid': '600fb1ec0a7214ada200004f'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611641324000},{'$date': 1611641324000},{'$date': 1611641324000},{'$date': 1611641324000},{'$date': 1611641324000},755.0,{'$date': 1611554924000},1.0,FINISHED,1.0,600fb1ec73c60b1204902af4
{'$oid': '600fb1e00a7214ada200004c'},5.0,All-receipts receipt bonus,{'$date': 1611641312000},{'$date': 1611641312000},{'$date': 1611641313000},{'$date': 1611641313000},{'$date': 1611641313000},5.0,{'$date': 1610518112000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '600fb2060a720f053500004b'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611641350000},{'$date': 1611641350000},{'$date': 1611641350000},{'$date': 1611641350000},{'$date': 1611641350000},200.0,{'$date': 1611554950000},9.0,FINISHED,89.91,600fb1ac73c60b12049027bb
{'$oid': '600fb21c0a7214ada2000055'},,,{'$date': 1611641372000},{'$date': 1611641372000},{'$date': 1611641372000},{'$date': 1611641372000},{'$date': 1611641372000},250.0,{'$date': 1611381600000},5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
{'$oid': '600fb1e20a720f0535000047'},5.0,All-receipts receipt bonus,{'$date': 1611641314000},{'$date': 1611641314000},{'$date': 1611641315000},{'$date': 1611641315000},{'$date': 1611641315000},5.0,{'$date': 1610518114000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '600fb1fd0a720f053500004a'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611641341000},{'$date': 1611641341000},{'$date': 1611641342000},{'$date': 1611641342000},{'$date': 1611641342000},250.0,{'$date': 1610323200000},10.0,FINISHED,10.0,600fb1ac73c60b12049027bb
{'$oid': '600fb20b0a7214ada2000051'},100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611641355000},{'$date': 1611641355000},{'$date': 1611641356000},{'$date': 1611641356000},{'$date': 1611641356000},400.0,{'$date': 1611641355000},1.0,FINISHED,9.99,600fb1ac73c60b12049027bb
{'$oid': '6011f39c0a720f05350000b4'},5.0,All-receipts receipt bonus,{'$date': 1611789212000},{'$date': 1611789212000},{'$date': 1611789218000},{'$date': 1611789218000},{'$date': 1611789212000},5.0,{'$date': 1611702811000},2.0,FINISHED,1.0,6011f31ea4b74c18d3a8c476
{'$oid': '6010bdfa0a7214ada200005a'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611709946000},{'$date': 1611709946000},{'$date': 1611710849000},{'$date': 1611710849000},{'$date': 1611709948000},250.0,{'$date': 1611619200000},5.0,FINISHED,50.0,6010bddaa4b74c120bd19dfb
{'$oid': '6010be200a7214ada200005e'},5.0,All-receipts receipt bonus,{'$date': 1611709984000},{'$date': 1611709984000},{'$date': 1611709985000},{'$date': 1611709985000},{'$date': 1611709985000},5.0,{'$date': 1611623584000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '6011f3490a7214ada200010e'},5.0,All-receipts receipt bonus,{'$date': 1611789129000},{'$date': 1611789129000},{'$date': 1611789131000},{'$date': 1611789135000},{'$date': 1611789131000},10199.8,{'$date': 1611702729000},2.0,FINISHED,11.0,6011f31ea4b74c18d3a8c476
{'$oid': '60118c0f0a7214ada200007e'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611762703000},{'$date': 1611762703000},{'$date': 1611762704000},{'$date': 1611762708000},{'$date': 1611762704000},850.0,{'$date': 1611705600000},4.0,FINISHED,21.0,60118c0fa4b74c18d3a8c151
{'$oid': '60118bea0a720f0535000064'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611762666000},{'$date': 1611762666000},{'$date': 1611762667000},{'$date': 1611762672000},{'$date': 1611762667000},4850.0,{'$date': 1611676266000},1.0,FINISHED,3.25,60118beaa4b74c18d3a8c0f8
{'$oid': '60118c150a720f053500006d'},5.0,All-receipts receipt bonus,{'$date': 1611762709000},{'$date': 1611762709000},{'$date': 1611762710000},{'$date': 1611762714000},{'$date': 1611762710000},5.0,{'$date': 1611705600000},4.0,FINISHED,25.0,60118c0fa4b74c18d3a8c151
{'$oid': '6010be3f0a7214ada2000063'},5.0,All-receipts receipt bonus,{'$date': 1611710015000},{'$date': 1611710015000},{'$date': 1611710016000},{'$date': 1611710016000},{'$date': 1611710016000},5.0,{'$date': 1611710015000},1.0,FINISHED,2.23,6010bddaa4b74c120bd19dfb
{'$oid': '6010bdf60a7214ada2000059'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611709942000},{'$date': 1611709942000},{'$date': 1611709944000},{'$date': 1611709948000},{'$date': 1611709944000},5850.0,{'$date': 1611623542000},1.0,FINISHED,3.25,6010bdf673c60b120490404e
{'$oid': '60118c3b0a7214ada2000089'},,,{'$date': 1611762747000},{'$date': 1611762747000},,{'$date': 1611762748000},,,{'$date': 1509321600000},3.0,REJECTED,3.0,60118bcfa4b74c18d3a8c0d7
{'$oid': '6010be5a0a720f053500005a'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1611710042000},{'$date': 1611710042000},{'$date': 1611710042000},{'$date': 1611710042000},{'$date': 1611710042000},25.0,{'$date': 1611623642000},1.0,FINISHED,1.0,6010bddaa4b74c120bd19dfb
{'$oid': '6011f4380a720f05350000b9'},5.0,All-receipts receipt bonus,{'$date': 1611789368000},{'$date': 1611789368000},,{'$date': 1611789369000},{'$date': 1611789369000},5.0,{'$date': 1611702968000},1.0,FLAGGED,1.0,6011f31ea4b74c18d3a8c476
{'$oid': '6010be180a7214ada200005d'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611709976000},{'$date': 1611709976000},,{'$date': 1611709977000},{'$date': 1611709976000},750.0,{'$date': 1611623576000},1.0,FLAGGED,1.0,6010be18a4b74c120bd19e43
{'$oid': '6010bdef0a720f0535000053'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611709935000},{'$date': 1611709935000},{'$date': 1611709937000},{'$date': 1611709942000},{'$date': 1611709937000},760.0,{'$date': 1611623535000},1.0,FINISHED,1.0,6010bddaa4b74c120bd19dfb
{'$oid': '6010bdfd0a720f0535000055'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611709949000},{'$date': 1611709949000},{'$date': 1611709952000},{'$date': 1611709952000},{'$date': 1611709951000},400.0,{'$date': 1611100800000},1.0,FINISHED,10.0,6010bddaa4b74c120bd19dfb
{'$oid': '6010be0a0a7214ada200005b'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611709962000},{'$date': 1611709962000},{'$date': 1611709963000},{'$date': 1611709963000},{'$date': 1611709963000},250.0,{'$date': 1611100800000},1.0,FINISHED,10.0,6010bddaa4b74c120bd19dfb
{'$oid': '5fa8d5790a7214adc30001c4'},5.0,All-receipts receipt bonus,{'$date': 1604900217000},{'$date': 1604900217000},{'$date': 1611710901000},{'$date': 1611710901000},{'$date': 1611710901000},94.6,{'$date': 1604813817000},6.0,FINISHED,14.0,5fa8d542b055fd1dfdf09517
{'$oid': '60118bd30a720f0535000062'},5.0,All-receipts receipt bonus,{'$date': 1611762643000},{'$date': 1611762643000},{'$date': 1611762656000},{'$date': 1611762660000},{'$date': 1611762649000},1005.0,{'$date': 1611676243000},2.0,FINISHED,11.0,54943462e4b07e684157a532
{'$oid': '6011f3390a720f05350000af'},5.0,All-receipts receipt bonus,{'$date': 1611789113000},{'$date': 1611789113000},{'$date': 1611789114000},{'$date': 1611789119000},{'$date': 1611789114000},5.0,{'$date': 1611705600000},1.0,FINISHED,29.0,6011f33173c60b1804ce1102
{'$oid': '6010be1c0a720f0535000057'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611709980000},{'$date': 1611709980000},,{'$date': 1611709983000},{'$date': 1611709983000},810.0,{'$date': 1611623580000},5.0,FLAGGED,13.0,6010be1c73c60b1204904079
{'$oid': '60118c340a720f0535000073'},5.0,All-receipts receipt bonus,{'$date': 1611762740000},{'$date': 1611762740000},{'$date': 1611762741000},{'$date': 1611762741000},{'$date': 1611762741000},5.0,{'$date': 1611762740000},1.0,FINISHED,2.23,60118bcfa4b74c18d3a8c0d7
{'$oid': '60118be80a7214ada2000075'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611762664000},{'$date': 1611762664000},,{'$date': 1611762665000},,250.0,{'$date': 1611676264000},1.0,FLAGGED,1.0,60118bcfa4b74c18d3a8c0d7
{'$oid': '6010be460a7214ada2000066'},,,{'$date': 1611710022000},{'$date': 1611710022000},,{'$date': 1611710033000},,,{'$date': 1509321600000},3.0,REJECTED,3.0,6010bddaa4b74c120bd19dfb
{'$oid': '6011f33a0a7214ada200010b'},5.0,All-receipts receipt bonus,{'$date': 1611789114000},{'$date': 1611789114000},{'$date': 1611789115000},{'$date': 1611789120000},{'$date': 1611789115000},5.0,{'$date': 1611705600000},1.0,FINISHED,20.0,6011f33173c60b1804ce1102
{'$oid': '60118be20a7214ada2000074'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611762658000},{'$date': 1611762658000},{'$date': 1611762660000},{'$date': 1611762666000},{'$date': 1611762660000},760.0,{'$date': 1611676258000},1.0,FINISHED,1.0,60118bcfa4b74c18d3a8c0d7
{'$oid': '6011f3360a7214ada2000109'},5.0,All-receipts receipt bonus,{'$date': 1611789110000},{'$date': 1611789110000},{'$date': 1611789111000},{'$date': 1611789116000},{'$date': 1611789111000},5.0,{'$date': 1611705600000},5.0,FINISHED,21.0,6011f33173c60b1804ce1102
{'$oid': '60118c0a0a720f0535000067'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611762698000},{'$date': 1611762698000},{'$date': 1611762698000},{'$date': 1611762704000},{'$date': 1611762698000},1850.0,{'$date': 1611705600000},6.0,FINISHED,28.0,60118c09a4b74c18d3a8c12e
{'$oid': '60118bf90a7214ada2000079'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611762681000},{'$date': 1611762681000},{'$date': 1611762682000},{'$date': 1611762682000},{'$date': 1611762682000},150.0,{'$date': 1611100800000},1.0,FINISHED,10.0,60118bcfa4b74c18d3a8c0d7
{'$oid': '5fa8d5730a7214adc30001c3'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1604900211000},{'$date': 1604900211000},,{'$date': 1611710000000},{'$date': 1604900212000},750.0,{'$date': 1604813811000},11.0,REJECTED,1.0,5fa8d573770b516dda4f4d21
{'$oid': '6010be6a0a720f053500005c'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611710058000},{'$date': 1611710058000},{'$date': 1611710058000},{'$date': 1611710063000},{'$date': 1611710058000},150.0,{'$date': 1611705600000},4.0,FINISHED,22.0,6010be6673c60b12049040ef
{'$oid': '6012e64e0a720f05f8000031'},,,{'$date': 1611851342000},{'$date': 1611851342000},{'$date': 1611851343000},{'$date': 1611851343000},{'$date': 1611851343000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e66c0a720f05f800004d'},,,{'$date': 1611851372000},{'$date': 1611851372000},{'$date': 1611851373000},{'$date': 1611851373000},{'$date': 1611851373000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e65b0a720f05f800003d'},,,{'$date': 1611851355000},{'$date': 1611851355000},{'$date': 1611851356000},{'$date': 1611851356000},{'$date': 1611851356000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6013410c0a7214ad5000002a'},,,{'$date': 1611874572000},{'$date': 1611874572000},{'$date': 1611874572000},{'$date': 1611874572000},{'$date': 1611874572000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '601340ff0a7214ad50000024'},,,{'$date': 1611874559000},{'$date': 1611874559000},{'$date': 1611874560000},{'$date': 1611874560000},{'$date': 1611874560000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012ea2d0a720f05f8000068'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611852333000},{'$date': 1611852333000},{'$date': 1611852340000},{'$date': 1611852341000},{'$date': 1611852340000},1049.8,{'$date': 1611792000000},2.0,FINISHED,29.98,6012e1e6a4b74c3cbc516088
{'$oid': '60132b1f0a7214ad5000000c'},5.0,All-receipts receipt bonus,{'$date': 1611868959000},{'$date': 1611868959000},{'$date': 1611868960000},{'$date': 1611868960000},{'$date': 1611868960000},5.0,{'$date': 1611782559000},1.0,FINISHED,1.0,60132acb73c60b3ca7f3ba32
{'$oid': '60132ae40a7214ad50000007'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611868900000},{'$date': 1611868900000},{'$date': 1611868901000},{'$date': 1611868901000},{'$date': 1611868900000},250.0,{'$date': 1611187200000},1.0,FINISHED,10.0,60132acb73c60b3ca7f3ba32
{'$oid': '60132aef0a720f05f800006d'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611868911000},{'$date': 1611868911000},{'$date': 1611868912000},{'$date': 1611868912000},{'$date': 1611868912000},300.0,{'$date': 1611187200000},1.0,FINISHED,10.0,60132acb73c60b3ca7f3ba32
{'$oid': '601341150a7214ad5000002e'},,,{'$date': 1611874581000},{'$date': 1611874581000},{'$date': 1611874581000},{'$date': 1611874581000},{'$date': 1611874581000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e6380a720f05f800001c'},,,{'$date': 1611851320000},{'$date': 1611851320000},{'$date': 1611851320000},{'$date': 1611851320000},{'$date': 1611851320000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e62d0a720f05f8000012'},,,{'$date': 1611851309000},{'$date': 1611851309000},{'$date': 1611851310000},{'$date': 1611851310000},{'$date': 1611851310000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '601341040a7214ad50000026'},,,{'$date': 1611874564000},{'$date': 1611874564000},{'$date': 1611874564000},{'$date': 1611874564000},{'$date': 1611874564000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e64f0a720f05f8000032'},,,{'$date': 1611851343000},{'$date': 1611851343000},{'$date': 1611851344000},{'$date': 1611851344000},{'$date': 1611851344000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '601340fc0a720f05f8000089'},,,{'$date': 1611874556000},{'$date': 1611874556000},{'$date': 1611874556000},{'$date': 1611874556000},{'$date': 1611874556000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '60132b740a7214ad50000012'},5.0,All-receipts receipt bonus,{'$date': 1611869044000},{'$date': 1611869044000},{'$date': 1611869051000},{'$date': 1611869051000},{'$date': 1611869045000},5.0,{'$date': 1611782643000},2.0,FINISHED,1.0,60132acb73c60b3ca7f3ba32
{'$oid': '6012e6430a720f05f8000026'},,,{'$date': 1611851331000},{'$date': 1611851331000},{'$date': 1611851331000},{'$date': 1611851331000},{'$date': 1611851331000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '60132b860a720f05f8000075'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611869062000},{'$date': 1611869062000},{'$date': 1611869063000},{'$date': 1611869067000},{'$date': 1611869063000},850.0,{'$date': 1611792000000},1.0,FINISHED,24.0,60132b85a4b74c3cbc516295
{'$oid': '601341160a720f05f8000095'},,,{'$date': 1611874582000},{'$date': 1611874582000},{'$date': 1611874582000},{'$date': 1611874582000},{'$date': 1611874582000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e6750a720f05f8000055'},,,{'$date': 1611851381000},{'$date': 1611851381000},{'$date': 1611851382000},{'$date': 1611851382000},{'$date': 1611851382000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e6620a720f05f8000043'},,,{'$date': 1611851362000},{'$date': 1611851362000},{'$date': 1611851362000},{'$date': 1611851362000},{'$date': 1611851362000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e6840a720f05f8000063'},,,{'$date': 1611851396000},{'$date': 1611851396000},{'$date': 1611851396000},{'$date': 1611851396000},{'$date': 1611851396000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e6210a720f05f8000007'},100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611851297000},{'$date': 1611851297000},{'$date': 1611851298000},{'$date': 1611851298000},{'$date': 1611851298000},940.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6012e6710a720f05f8000051'},,,{'$date': 1611851377000},{'$date': 1611851377000},{'$date': 1611851377000},{'$date': 1611851377000},{'$date': 1611851377000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '600f2fc80a720f0535000030'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611608008000},{'$date': 1611608008000},{'$date': 1611612263000},{'$date': 1611873422000},{'$date': 1611612263000},4944.7,{'$date': 1611446400000},689.0,FINISHED,4566.17,600f29a64329897eac239049
{'$oid': '60132b890a7214ad50000013'},,,{'$date': 1611869065000},{'$date': 1611869065000},,{'$date': 1611869065000},,,,0.0,FLAGGED,0.0,60132b8873c60b3ca7f3bae8
{'$oid': '6012e6850a720f05f8000064'},,,{'$date': 1611851397000},{'$date': 1611851397000},{'$date': 1611851398000},{'$date': 1611851398000},{'$date': 1611851398000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '60132b960a720f05f800007a'},5.0,All-receipts receipt bonus,{'$date': 1611869078000},{'$date': 1611869078000},{'$date': 1611869079000},{'$date': 1611869083000},{'$date': 1611869079000},5.0,{'$date': 1611792000000},4.0,FINISHED,20.0,60132b8b73c60b3ca7f3baee
{'$oid': '6012e6660a720f05f8000047'},,,{'$date': 1611851366000},{'$date': 1611851366000},{'$date': 1611851366000},{'$date': 1611851366000},{'$date': 1611851366000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '6013410f0a720f05f8000092'},,,{'$date': 1611874575000},{'$date': 1611874575000},{'$date': 1611874576000},{'$date': 1611874576000},{'$date': 1611874576000},840.0,{'$date': 1611792000000},4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
{'$oid': '601443720a7214ad50000063'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1611940722000},{'$date': 1611940722000},{'$date': 1611940723000},{'$date': 1611940727000},{'$date': 1611940723000},35.0,{'$date': 1611854321000},1.0,FINISHED,1.0,601442ce67804a1228b1dc41
{'$oid': '601448f30a720f05f80000d9'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611942131000},{'$date': 1611942131000},{'$date': 1611942131000},{'$date': 1611942131000},{'$date': 1611942131000},375.0,{'$date': 1611468000000},5.0,FINISHED,25.0,6014485b84231211ce793d79
{'$oid': '601431db0a720f05f80000a8'},5.0,All-receipts receipt bonus,{'$date': 1611936219000},{'$date': 1611936219000},{'$date': 1611936225000},{'$date': 1611936225000},{'$date': 1611936220000},5.0,{'$date': 1611849819000},2.0,FINISHED,1.0,6014319173c60b3ca7f3bf01
{'$oid': '601443600a7214ad50000060'},5.0,All-receipts receipt bonus,{'$date': 1611940704000},{'$date': 1611940704000},,{'$date': 1611940709000},,5.0,{'$date': 1611878400000},1.0,REJECTED,10.0,6014436084231211ce793ced
{'$oid': '60145a3d0a7214ad50000082'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611946557000},{'$date': 1611946557000},{'$date': 1611946560000},{'$date': 1611946560000},{'$date': 1611946560000},750.0,{'$date': 1614538558000},1.0,FINISHED,1.0,60145a3c84231211ce796c5d
{'$oid': '60144aee0a720f05f80000f1'},100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611942638000},{'$date': 1611942638000},{'$date': 1611942639000},{'$date': 1611942639000},{'$date': 1611942639000},100.0,{'$date': 1610560238000},1.0,FINISHED,1.0,6014499c67804a1228b1f5b0
{'$oid': '601431e40a7214ad50000041'},,,{'$date': 1611936228176},{'$date': 1611936228176},{'$date': 1611936228207},{'$date': 1611936228176},,,{'$date': 1611878400000},,PENDING,2.23,6014319173c60b3ca7f3bf01
{'$oid': '60147ba00a7214ad500000d3'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611955104000},{'$date': 1611955104000},{'$date': 1611955113000},{'$date': 1611955113000},{'$date': 1611955113000},1499.5,{'$date': 1611878400000},5.0,FINISHED,99.95,60147a84c8b50e11d8453f29
{'$oid': '601487f80a720f05f800018d'},,,{'$date': 1611958264138},{'$date': 1611958264138},,{'$date': 1611958264138},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601465b00a7214ad5000009f'},5.0,All-receipts receipt bonus,{'$date': 1611949488000},{'$date': 1611949488000},{'$date': 1611949489000},{'$date': 1611949493000},{'$date': 1611949489000},5.0,{'$date': 1611878400000},1.0,FINISHED,28.0,601465a884231211ce796db3
{'$oid': '60145a540a720f05f8000116'},,,{'$date': 1611946580000},{'$date': 1611946580000},,{'$date': 1611946580000},,,,0.0,FLAGGED,0.0,60145a5467804a1228b20ded
{'$oid': '601472e20a7214ad500000ce'},,,{'$date': 1611952866000},{'$date': 1611952866000},{'$date': 1611952867000},{'$date': 1611954454000},{'$date': 1611952867000},840.0,{'$date': 1611878400000},4.0,FINISHED,84.0,60145ff384231211ce796d51
{'$oid': '601442dd0a7214ad50000054'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611940573000},{'$date': 1611940573000},{'$date': 1611940573000},{'$date': 1611940574000},{'$date': 1611940573000},250.0,{'$date': 1611854173000},1.0,FINISHED,1.0,601442ce67804a1228b1dc41
